Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2008-06-12,SWA,3055,ABQ,DEN,,A5,,C33,false,,2008-06-12T09:35,,,,,,2008-06-12T10:55,,Boeing 737-500,,,,,,,,8e3d1174-ccf9-485e-8df8-073b34a4dfe0,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,0dbe6bac-b2f4-4397-a84d-b7fed6cbf6d8
2008-06-12,SWA,308,DEN,IND,,C43,,C8,false,,2008-06-12T11:20,,,,,,2008-06-12T15:50,,Boeing 737-700,,,,,,,,9b587c68-d75a-456c-84bb-d831d9fd789e,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,8259a771-7653-4c8a-8572-55f962097695,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2008-06-18,SWA,1167,MCI,ABQ,B,35,,A9,false,,2008-06-18T18:15,,,,,,2008-06-18T19:15,,Boeing 737-300,,,,,,,,9e7e9020-b448-4ff9-83a2-483ef20a9c30,be4c4286-2c02-4dca-86d4-56e19aa348f7,bd6062aa-a329-43e4-b684-82b0e7579c91,7b925806-8601-400f-bd02-c38802c531b8,,0da1b92a-3c44-446a-8b2d-7ce519400cef
2010-06-22,SWA,245,ABQ,HOU,Main,A4,,47,false,,2010-06-22T06:10,,,,,,2010-06-22T09:10,,Boeing 737-500,,,,,,,,c87c0df4-64e2-49ef-98a2-17a371bc353e,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,,0dbe6bac-b2f4-4397-a84d-b7fed6cbf6d8
2010-06-29,SWA,477,HOU,ABQ,,44,Main,A8,false,,2010-06-29T16:20,,,,,,2010-06-29T17:25,,Boeing 737-700,,,,,,,,66387b20-22b7-418c-8586-fbf65f964cb5,be4c4286-2c02-4dca-86d4-56e19aa348f7,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,7b925806-8601-400f-bd02-c38802c531b8,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2011-06-04,SWA,673,ABQ,MCI,Main,A7,B,40,false,,2011-06-04T11:25,,,,,,2011-06-04T14:20,,Boeing 737-300,,,,,,,,57f490ec-2bc9-473d-b2cc-964c5d960123,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,bd6062aa-a329-43e4-b684-82b0e7579c91,,0da1b92a-3c44-446a-8b2d-7ce519400cef
2011-06-04,SWA,1354,MCI,TPA,B,43,,C33,false,,2011-06-04T14:45,,,,,,2011-06-04T18:25,,Boeing 737-500,,,,,,,,fc5caf14-861c-471a-8147-ca0aed48f1c2,be4c4286-2c02-4dca-86d4-56e19aa348f7,bd6062aa-a329-43e4-b684-82b0e7579c91,af50854a-e728-4e40-885b-d8b73b69f6e8,,0dbe6bac-b2f4-4397-a84d-b7fed6cbf6d8
2011-06-13,SWA,332,TPA,HOU,,C36,,23,false,,2011-06-13T17:50,,,,,,2011-06-13T19:05,,Boeing 737-700,,,,,,,,f01876f4-cfa1-4ab0-a899-d3f66a098984,be4c4286-2c02-4dca-86d4-56e19aa348f7,af50854a-e728-4e40-885b-d8b73b69f6e8,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2013-07-30,SWA,540,ABQ,BWI,Main,A11,Main,B2,false,,2013-07-30T13:15,2013-07-30T13:19,,,,,2013-07-30T19:00,2013-07-30T18:47,,,,,,,,,f2c28c8b-6e95-4d6f-aad9-01c31e26508d,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,4923b37c-381e-48e6-ba91-7c75d4151f64,,
2013-07-30,SWA,225,BWI,GSP,Main,A7,,A3,false,,2013-07-30T20:50,2013-07-30T20:51,,,,,2013-07-30T22:15,,,,,,,,,,6f7feecd-6185-41f7-b74b-10156f29bed4,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,fb3ebadd-f223-4770-916f-96af2217f02f,,
2013-08-04,SWA,1865,GSP,BWI,,A4,Main,A8,false,,2013-08-04T07:35,2013-08-04T07:37,,,,,2013-08-04T09:00,2013-08-04T09:13,,,,,,,,,e143e252-12d6-4df0-bb55-01a63606441b,be4c4286-2c02-4dca-86d4-56e19aa348f7,fb3ebadd-f223-4770-916f-96af2217f02f,4923b37c-381e-48e6-ba91-7c75d4151f64,,
2013-08-04,SWA,403,BWI,ABQ,Main,A9,Main,A11,false,,2013-08-04T10:10,2013-08-04T10:16,,,,,2013-08-04T12:15,2013-08-04T12:26,,,,,,,,,ef921a09-62bc-4cb8-a688-911e4048ef6e,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,7b925806-8601-400f-bd02-c38802c531b8,,
2013-11-08,SWA,101,DEN,ABQ,Main,C46,Main,A11,false,,2013-11-08T20:40,2013-11-08T21:29,,,,,2013-11-08T21:55,2013-11-08T22:37,,,,,,,,,fd347824-54e9-466a-8fa8-002da70c8fce,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,7b925806-8601-400f-bd02-c38802c531b8,,
2013-11-11,SWA,444,ABQ,LAS,Main,A8,1,C24,false,,2013-11-11T18:00,2013-11-11T17:59,,,,,2013-11-11T18:35,2013-11-11T18:29,,,,,,,,,9c8dafa9-4d69-4828-ad5a-50c54594624f,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,13ec7b81-ab66-4c6c-b632-92f18740c05b,,
2013-11-11,SWA,188,LAS,ONT,1,C22,4,402,false,,2013-11-11T20:35,2013-11-11T20:42,,,,,2013-11-11T21:40,2013-11-11T21:30,,,,,,,,,fc0e70cc-10ba-4d34-9f58-2c13840f28f4,be4c4286-2c02-4dca-86d4-56e19aa348f7,13ec7b81-ab66-4c6c-b632-92f18740c05b,1b5d7c9a-77af-4260-a35d-4fcbd852266e,,
2013-11-27,SWA,740,ONT,SMF,4,404,B,16,false,,2013-11-27T16:00,2013-11-27T16:27,,,,,2013-11-27T17:15,2013-11-27T17:33,,,,,,,,,69fa39f0-5ef6-40f7-9adf-d7d8130ac0d4,be4c4286-2c02-4dca-86d4-56e19aa348f7,1b5d7c9a-77af-4260-a35d-4fcbd852266e,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,,
2013-11-30,SWA,1193,SMF,ONT,B,17,4,405,false,,2013-11-30T17:40,2013-11-30T17:49,,,,,2013-11-30T18:55,2013-11-30T18:59,,,,,,,,,c976dc62-a84d-41fa-8982-3871ae8c5ff3,be4c4286-2c02-4dca-86d4-56e19aa348f7,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,1b5d7c9a-77af-4260-a35d-4fcbd852266e,,
2013-12-09,SWA,843,ONT,PHX,4,404,4,C17,false,,2013-12-09T10:25,2013-12-09T11:27,,,,,2013-12-09T12:30,2013-12-09T13:39,,,AX5KV4,,,,,,3abb9c09-fe64-423a-bb9e-918c26c8dcff,be4c4286-2c02-4dca-86d4-56e19aa348f7,1b5d7c9a-77af-4260-a35d-4fcbd852266e,a2f06eec-440b-48dd-9096-f9051e8a07ef,,
2013-12-09,SWA,178,PHX,ABQ,4,D3,Main,A5,false,,2013-12-09T14:05,2013-12-09T14:59,,,,,2013-12-09T15:05,2013-12-09T15:59,,,AX5KV4,,,,,,a8e09101-a5cd-48d8-b9b2-2f70d9a106d8,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,
2014-01-05,SWA,3509,ABQ,LAS,Main,,Main,,false,,2014-01-05T09:15,2014-01-05T09:31,,,,,2014-01-05T09:50,2014-01-05T09:54,Boeing 737-700,,ZKNZJJ,,,,,,390ec19e-8f72-414f-af1b-b1bb970a4239,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,13ec7b81-ab66-4c6c-b632-92f18740c05b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2014-01-05,SWA,664,LAS,ONT,,,,,false,,2014-01-05T10:20,2014-01-05T10:31,,,,,2014-01-05T11:15,2014-01-05T11:16,Boeing 737-700,,ZKNZJJ,,,,,,83669f37-841a-4c0a-8d26-cef8ab1f6aaa,be4c4286-2c02-4dca-86d4-56e19aa348f7,13ec7b81-ab66-4c6c-b632-92f18740c05b,1b5d7c9a-77af-4260-a35d-4fcbd852266e,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2014-03-17,SWA,307,ABQ,PHX,,,,,false,,2014-03-17T10:15,2014-03-17T10:17,,,,,2014-03-17T10:40,2014-03-17T10:42,Boeing 737-700,,,,,,,,e82ce758-44e2-4bbc-9c1d-1222be46af75,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2014-03-20,SWA,2882,PHX,ABQ,,,,,false,,2014-03-20T17:40,2014-03-20T17:47,,,,,2014-03-20T19:45,2014-03-20T19:44,Boeing 737-700,,,,,,,,3dd88ee0-d2bd-4e94-ae51-eb98a16622b0,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2014-03-20,SWA,1976,PHX,ABQ,,,,,false,,2014-03-20T20:45,2014-03-20T22:14,,,,,2014-03-20T22:50,2014-03-21T00:09,Boeing 737-700,,,,,,,,63b227a8-928a-4631-9264-0dfdf27cc09b,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-04-10,SWA,798,ABQ,DAL,,,,,false,,2015-04-10T09:20,2015-04-10T09:15,,,,,2015-04-10T11:55,2015-04-10T11:50,Boeing 737-700,,,,,,,,12d5402d-adde-4176-a69e-8f22e0ef9d9f,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,3cbb70b8-eb30-493b-98df-313a5f330fa8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-04-10,SWA,1126,DAL,IND,,W10,Main,B17,false,,2015-04-10T13:15,2015-04-10T13:14,,,,,2015-04-10T16:15,2015-04-10T15:59,Boeing 737-700,,,,,,,,4692cdca-abe1-4da9-9a4f-957e6c441834,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,8259a771-7653-4c8a-8572-55f962097695,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2015-04-12,SWA,460,IND,DEN,,,,,false,,2015-04-12T06:45,2015-04-12T06:42,,,,,2015-04-12T07:35,2015-04-12T07:14,Boeing 737-700,,,,,,,,a543ed30-bf84-4c13-aa34-5a3d5809c554,be4c4286-2c02-4dca-86d4-56e19aa348f7,8259a771-7653-4c8a-8572-55f962097695,d00b5728-0678-4689-b660-fe9e583203dc,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-04-12,SWA,1168,DEN,ABQ,,,,,false,,2015-04-12T09:40,2015-04-12T09:38,,,,,2015-04-12T10:55,2015-04-12T10:50,Boeing 737-300,,,,,,,,d8a769ee-cee5-42a2-a3e3-3dd3c0677486,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,7b925806-8601-400f-bd02-c38802c531b8,,0da1b92a-3c44-446a-8b2d-7ce519400cef
2015-04-17,SWA,380,ABQ,PHX,,,,,false,,2015-04-17T20:15,2015-04-17T20:15,,,,,2015-04-17T20:30,2015-04-17T20:21,Boeing 737-700,,,,,,,,2be41855-c43e-4997-8057-f01f75c9e92d,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-04-17,SWA,853,PHX,LAX,,,,,false,,2015-04-17T21:15,2015-04-17T21:15,,,,,2015-04-17T22:35,2015-04-17T22:28,Boeing 737-700,,,,,,,,d6782a99-16da-4c54-96c2-75d67641c5ac,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,25b8d712-9888-423f-868d-b25f1d184aaf,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-04-19,SWA,734,LAX,ABQ,,,,,false,,2015-04-19T22:00,2015-04-19T23:42,,,,,2015-04-20T00:45,2015-04-20T02:22,Boeing 737-700,,,,,,,,526418e2-8189-4549-b244-6d946d32e330,be4c4286-2c02-4dca-86d4-56e19aa348f7,25b8d712-9888-423f-868d-b25f1d184aaf,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-06-06,SWA,2524,ABQ,DAL,,,,,false,,2015-06-06T06:35,2015-06-06T06:28,,,,,2015-06-06T09:15,2015-06-06T08:59,Boeing 737-700,,,,,,,,0dc94787-ca4e-45e3-9007-e598f2504601,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,3cbb70b8-eb30-493b-98df-313a5f330fa8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-06-06,SWA,1731,DAL,FLL,,,,,false,,2015-06-06T10:40,2015-06-06T10:38,,,,,2015-06-06T14:20,2015-06-06T14:17,Boeing 737-800,,,,,,,,9ef82356-788b-46bb-beab-347aca8dffcd,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2015-09-13,SWA,559,ABQ,PHX,,,,,false,,2015-09-13T19:35,2015-09-13T19:31,,,,,2015-09-13T19:50,2015-09-13T19:40,Boeing 737-700,,,,,,,,78969531-fdb2-4e8e-841d-7a67adefd8de,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2015-09-14,SWA,323,PHX,ABQ,,,,,false,,2015-09-14T20:40,2015-09-14T21:17,,,,,2015-09-14T22:45,2015-09-14T23:22,Boeing 737-700,,,,,,,,63844af4-1402-4e32-aa59-06ca2b86b4f3,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2016-05-27,SWA,1371,PHX,ABQ,,,,,false,,2016-05-27T20:10,2016-05-27T20:32,,,,,2016-05-27T22:15,2016-05-27T22:31,Boeing 737-800,,,,,,,,9e51de3a-fee9-46cf-9703-b09cc74b9749,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2016-06-02,SWA,338,ABQ,PHX,,,,,false,,2016-06-02T05:45,2016-06-02T05:44,,,,,2016-06-02T06:00,2016-06-02T05:48,Boeing 737-700,,9TGK7V,,,,,,83076fda-dc78-4b50-b240-38b57a049703,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2016-06-04,SWA,212,PHX,ABQ,,,,,false,,2016-06-04T08:00,2016-06-04T07:55,,,,,2016-06-04T10:10,2016-06-04T09:55,Boeing 737-700,,9TGK7V,,,,,,d76dc932-4bac-4a10-a552-b377d3292cda,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2016-06-14,SWA,2114,ABQ,PHX,,,,,false,,2016-06-14T14:50,2016-06-14T15:01,,,,,2016-06-14T15:00,2016-06-14T15:14,Boeing 737-700,,,,,,,,b9c51b30-da6e-43a1-b892-0991edef4e23,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2016-06-17,SWA,647,PHX,ABQ,,,,,false,,2016-06-17T20:50,2016-06-17T20:45,,,,,2016-06-17T22:55,2016-06-17T22:43,Boeing 737-300,,,,,,,,65ffb559-91ad-4352-9978-4fca8e13fc73,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,0da1b92a-3c44-446a-8b2d-7ce519400cef
2016-08-13,SWA,3512,ABQ,PHX,,,,,false,,2016-08-13T18:45,2016-08-13T18:43,,,,,2016-08-13T18:55,2016-08-13T18:51,Boeing 737-800,,,,,,,,94eed1a8-ce68-4ee6-9d30-0298faf6241f,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2016-08-18,SWA,1236,PHX,ABQ,,,,,false,,2016-08-18T20:00,2016-08-18T20:06,,,,,2016-08-18T22:05,2016-08-18T22:09,Boeing 737-700,,,,,,,,40dcccdf-738b-4fc7-84fd-91d7f24dd9f8,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,ec6b2abe-069a-4181-b632-6e9d3086a9d3
2017-04-30,JBU,65,JFK,ABQ,,,,,false,,2017-04-30T19:55,2017-04-30T20:47,,,,,2017-04-30T23:08,2017-04-30T23:09,Airbus A320,,,,,,,,55af8856-1b92-4f4d-9ce6-fb4e0c2a9c83,765155ec-70b3-4183-9cd3-10d1f5127405,fc332185-4dde-4791-b449-0de5e83e47b9,7b925806-8601-400f-bd02-c38802c531b8,,5abf9f45-a4ac-48dc-bd62-b6b0a6f31bb8
2017-05-01,JBU,65,JFK,ABQ,,,,,false,,2017-05-01T19:55,2017-05-01T23:04,,,,,2017-05-01T23:08,2017-05-02T01:58,Airbus A320,,,,,,,,2b525d64-3fca-4e90-9f6f-bd50350e39db,765155ec-70b3-4183-9cd3-10d1f5127405,fc332185-4dde-4791-b449-0de5e83e47b9,7b925806-8601-400f-bd02-c38802c531b8,,dd390a1f-e92a-4411-ab72-04db16d42030
2017-08-04,SWA,1855,ABQ,PHX,Main,,,,false,,2017-08-04T19:40,2017-08-04T20:11,,,,,2017-08-04T19:50,2017-08-04T20:18,Boeing 737-700,,,,,,,,06c06d8c-d53f-4570-9bc2-5629760d7e2a,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,886c3a0c-c7a3-4205-982f-35cddc765ae1
